id,inventory_item_id,platform,platform_listing_id,listing_url,listing_price,listed_at,is_active,notes,created_at,updated_at,listing_title,listing_description,listing_status,watchers,views,search_vec,primary_photo_id,badge_enabled,platform_offer_id,platform_category_id,batch_id,scheduled_publish_at,publish_error,publish_failed_at,ebay_condition,ebay_condition_description,item_specifics_override,return_policy_id,shipping_policy_id,payment_policy_id,quantity,best_offer_enabled,synced_to_ebay_at,price_is_estimated,publish_claimed_at,ai_confidence,ai_field_confidence,needs_review,platform_fields,platform_fields_generated_at,source_of_truth,promo_rate_pct,views_total,watchers_count,impressions_7d,click_through_rate,last_metrics_synced_at,view_trend_7d,best_offer_auto_accept_cents,best_offer_auto_decline_cents,listing_format,auction_start_price_cents,auction_reserve_price_cents,auction_buy_it_now_price_cents,auction_duration,variations,delist_requested_at,slab_image_mode,item_specifics_sources,aspect_review,moderation_hidden,price_range_low_cents,price_range_high_cents,price_confidence,price_comp_source,user_id,promo_opt_out,promo_campaign_id,promo_ad_id,promo_status,promo_ad_fees_cents,promo_synced_at,title_variants,active_title_variant,demand_terms,ai_generated_snapshot,ai_prompt_version,listing_origin
8c4ee12c-4f4b-4aff-9252-7f01be067594,aa9dbfaf-acdc-4870-88c0-91c34711623d,ebay,327216891359,https://www.ebay.com/itm/327216891359,55,2026-06-16 19:56:23.121+00,true,null,2026-06-16 19:56:16.611434+00,2026-06-19 05:17:12.466898+00,Theory Linen Blend V-Neck Half-Button Blouse – Petite P,"Theory linen-blend half-button blouse in a warm oatmeal/natural tone — a versatile wardrobe staple from a premium contemporary brand.

• Brand: Theory
• Size: Petite P
• Color: Oatmeal / Natural
• Material: 66% Linen, 32% Viscose, 2% Elastane
• Neckline: V-neck with partial button placket
• Sleeves: Long sleeve with button cuffs
• Features: Dual chest patch pockets, curved hem, roll-tab sleeve option
• Made in China

Condition: Good pre-owned condition. Light wrinkling from storage; no visible stains, holes, or notable wear observed.",active,0,0,"'2':48C '32':46C '66':44C 'blend':3A,16C 'blous':10A,20C 'brand':34C,35C 'button':9A,19C,56C,62C 'chest':66C 'china':78C 'color':40C 'condit':79C,84C 'contemporari':33C 'cuff':63C 'curv':69C 'dual':65C 'elastan':49C 'featur':64C 'good':80C 'half':8A,18C 'half-button':7A,17C 'hem':70C 'hole':92C 'light':85C 'linen':2A,15C,45C 'linen-blend':14C 'long':59C 'made':76C 'materi':43C 'natur':42C 'neck':6A,53C 'necklin':50C 'notabl':94C 'oatmeal':41C 'oatmeal/natural':24C 'observ':96C 'option':75C 'own':83C 'p':12A,39C 'partial':55C 'patch':67C 'petit':11A,38C 'placket':57C 'pocket':68C 'pre':82C 'pre-own':81C 'premium':32C 'roll':72C 'roll-tab':71C 'size':37C 'sleev':58C,60C,74C 'stain':91C 'stapl':29C 'storag':88C 'tab':73C 'theori':1A,13C,36C 'tone':25C 'v':5A,52C 'v-neck':4A,51C 'versatil':27C 'viscos':47C 'visibl':90C 'wardrob':28C 'warm':23C 'wear':95C 'wrinkl':86C",null,false,188605045011,53159,null,null,null,null,USED_EXCELLENT,null,null,null,null,null,1,false,2026-06-16 19:56:23.121+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,164590911012,null,failed,0,2026-06-16 19:56:25.559+00,null,A,null,null,null,gradethread
e2d73cda-7c18-4f8d-9a09-0cc5ce28db17,62c0018a-7c1f-4b3c-8dc6-c6a3ce529746,ebay,327211250993,https://www.ebay.com/itm/327211250993,47.99,2026-06-13 12:14:36.137+00,false,null,2026-06-13 12:14:36.163101+00,2026-06-19 05:17:12.466898+00,ME+EM White Tonal Stripe Pintuck Long-Sleeve Shirt — UK 8 / US S / EU 36,"Classic ME+EM long-sleeve button-up shirt in crisp white with a subtle tonal stripe and elegant pintuck detail at the front. Features a spread collar, double/French cuffs, and a curved hem. Made in Turkey; care label advises gentle machine wash or dry clean.

• Brand: ME+EM
• Size: UK 8 / US S / EU 36
• Color: White
• Style: Tonal stripe, pintuck front, double cuffs
• Measured flat: ~20"" chest (pit-to-pit), ~27"" length

Condition: Good pre-owned condition. No visible stains or damage; light storage creasing only.",ended,0,0,"'20':85C '27':91C '36':16A,73C '8':12A,69C 'advis':57C 'brand':64C 'button':24C 'button-up':23C 'care':55C 'chest':86C 'classic':17C 'clean':63C 'collar':45C 'color':74C 'condit':93C,98C 'creas':106C 'crisp':28C 'cuff':47C,82C 'curv':50C 'damag':103C 'detail':38C 'doubl':81C 'double/french':46C 'dri':62C 'eleg':36C 'em':2A,19C,66C 'eu':15A,72C 'featur':42C 'flat':84C 'front':41C,80C 'gentl':58C 'good':94C 'hem':51C 'label':56C 'length':92C 'light':104C 'long':8A,21C 'long-sleev':7A,20C 'machin':59C 'made':52C 'measur':83C 'own':97C 'pintuck':6A,37C,79C 'pit':88C,90C 'pit-to-pit':87C 'pre':96C 'pre-own':95C 'shirt':10A,26C 'size':67C 'sleev':9A,22C 'spread':44C 'stain':101C 'storag':105C 'stripe':5A,34C,78C 'style':76C 'subtl':32C 'tonal':4A,33C,77C 'turkey':54C 'uk':11A,68C 'us':13A,70C 'visibl':100C 'wash':60C 'white':3A,29C,75C",null,false,186579000011,53159,null,null,null,null,null,null,null,null,null,null,1,false,2026-06-13 12:14:36.137+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
41ef563d-6671-4310-9dee-71b7f0ee46ab,62c0018a-7c1f-4b3c-8dc6-c6a3ce529746,ebay,null,null,47.99,2026-06-13 12:14:27.664788+00,true,null,2026-06-13 12:14:27.664788+00,2026-06-18 14:35:27.262762+00,ME+EM White Tonal Stripe Pintuck Long-Sleeve Shirt — UK 8 / US S / EU 36,"Classic ME+EM long-sleeve button-up shirt in crisp white with a subtle tonal stripe and elegant pintuck detail at the front. Features a spread collar, double/French cuffs, and a curved hem. Made in Turkey; care label advises gentle machine wash or dry clean.

• Brand: ME+EM
• Size: UK 8 / US S / EU 36
• Color: White
• Style: Tonal stripe, pintuck front, double cuffs
• Measured flat: ~19"" chest (pit-to-pit), ~27"" length

Condition: Good pre-owned condition. No visible stains or damage; light storage creasing only.",draft,0,0,"'19':85C '27':91C '36':16A,73C '8':12A,69C 'advis':57C 'brand':64C 'button':24C 'button-up':23C 'care':55C 'chest':86C 'classic':17C 'clean':63C 'collar':45C 'color':74C 'condit':93C,98C 'creas':106C 'crisp':28C 'cuff':47C,82C 'curv':50C 'damag':103C 'detail':38C 'doubl':81C 'double/french':46C 'dri':62C 'eleg':36C 'em':2A,19C,66C 'eu':15A,72C 'featur':42C 'flat':84C 'front':41C,80C 'gentl':58C 'good':94C 'hem':51C 'label':56C 'length':92C 'light':104C 'long':8A,21C 'long-sleev':7A,20C 'machin':59C 'made':52C 'measur':83C 'own':97C 'pintuck':6A,37C,79C 'pit':88C,90C 'pit-to-pit':87C 'pre':96C 'pre-own':95C 'shirt':10A,26C 'size':67C 'sleev':9A,22C 'spread':44C 'stain':101C 'storag':105C 'stripe':5A,34C,78C 'style':76C 'subtl':32C 'tonal':4A,33C,77C 'turkey':54C 'uk':11A,68C 'us':13A,70C 'visibl':100C 'wash':60C 'white':3A,29C,75C",null,false,null,null,null,null,null,null,USED_EXCELLENT,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
ea9c1fb7-8e41-43a7-862f-7c57b63b79e7,a478a7b2-bd0d-43db-b9ed-37f59eaa17c1,ebay,327205543400,https://www.ebay.com/itm/327205543400,35.84,2026-06-10 03:40:37.303012+00,false,null,2026-06-10 03:40:37.303012+00,2026-06-19 05:17:12.466898+00,Peter Millar Crown Crafted Merino Wool Quarter-Zip Pullover – Blue – Size M,"Peter Millar Peter Millar Crown Crafted Merino Wool Quarter-Zip Pullover – Blue – Size M

Size: M
Color: —
Material: —

Condition: Pre-owned, good condition

  chest: 20
  length: 26
  sleeve: 25
  shoulder: 18

Smoke-free home. Ships fast. Questions welcome.",ended,0,0,"'18':46C '20':40C '25':44C '26':42C 'blue':11A,26C 'chest':39C 'color':31C 'condit':33C,38C 'craft':4A,19C 'crown':3A,18C 'fast':52C 'free':49C 'good':37C 'home':50C 'length':41C 'm':13A,28C,30C 'materi':32C 'merino':5A,20C 'millar':2A,15C,17C 'own':36C 'peter':1A,14C,16C 'pre':35C 'pre-own':34C 'pullov':10A,25C 'quarter':8A,23C 'quarter-zip':7A,22C 'question':53C 'ship':51C 'shoulder':45C 'size':12A,27C,29C 'sleev':43C 'smoke':48C 'smoke-fre':47C 'welcom':54C 'wool':6A,21C 'zip':9A,24C",5c89c68b-c6b3-4245-b770-a5dc2c4730f5,false,184346223011,181138,null,null,null,null,USED_EXCELLENT,"Peter Millar Crown Crafted Quarter-Zip Long-Sleeve Pullover in a versatile light blue. Made from a premium 90% Merino Wool / 8% Nylon / 2% Spandex blend for natural warmth and stretch. Size M, made in Vietnam.

Key details:
• Quarter-zip with branded silver-tone pull
• Ribbed cuffs and collar
• Clean, smooth fabric — no stains, holes, or pilling observed
• Zipper hardware shows minor tarnishing consistent with normal use

Overall in good pre-owned condition and ready to wear.",null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
fab55af9-d5d1-4f12-85c6-ba74a178f760,a478a7b2-bd0d-43db-b9ed-37f59eaa17c1,ebay,327205543400,https://www.ebay.com/itm/327205543400,35.84,2026-06-10 03:37:59.004+00,true,null,2026-06-10 03:37:46.1511+00,2026-06-18 14:35:27.262762+00,Peter Millar Crown Crafted Merino Wool Quarter-Zip Pullover – Blue – Size M,"Peter Millar Peter Millar Crown Crafted Merino Wool Quarter-Zip Pullover – Blue – Size M

Size: M
Color: —
Material: —

Condition: Pre-owned, good condition

  chest: 20
  length: 26
  sleeve: 25
  shoulder: 18

Smoke-free home. Ships fast. Questions welcome.",active,0,0,"'18':46C '20':40C '25':44C '26':42C 'blue':11A,26C 'chest':39C 'color':31C 'condit':33C,38C 'craft':4A,19C 'crown':3A,18C 'fast':52C 'free':49C 'good':37C 'home':50C 'length':41C 'm':13A,28C,30C 'materi':32C 'merino':5A,20C 'millar':2A,15C,17C 'own':36C 'peter':1A,14C,16C 'pre':35C 'pre-own':34C 'pullov':10A,25C 'quarter':8A,23C 'quarter-zip':7A,22C 'question':53C 'ship':51C 'shoulder':45C 'size':12A,27C,29C 'sleev':43C 'smoke':48C 'smoke-fre':47C 'welcom':54C 'wool':6A,21C 'zip':9A,24C",5c89c68b-c6b3-4245-b770-a5dc2c4730f5,false,184346223011,181138,null,null,null,null,USED_EXCELLENT,"Peter Millar Crown Crafted Quarter-Zip Long-Sleeve Pullover in a versatile light blue. Made from a premium 90% Merino Wool / 8% Nylon / 2% Spandex blend for natural warmth and stretch. Size M, made in Vietnam.

Key details:
• Quarter-zip with branded silver-tone pull
• Ribbed cuffs and collar
• Clean, smooth fabric — no stains, holes, or pilling observed
• Zipper hardware shows minor tarnishing consistent with normal use

Overall in good pre-owned condition and ready to wear.",null,null,null,null,1,false,2026-06-10 03:37:59.004+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
07a77013-a6a1-4439-8b5a-4a219c9a4113,a478a7b2-bd0d-43db-b9ed-37f59eaa17c1,ebay,327205543400,https://www.ebay.com/itm/327205543400,35.84,2026-06-10 02:46:39.761+00,true,null,2026-06-10 02:05:03.715143+00,2026-06-18 14:35:27.262762+00,Peter Millar Crown Crafted Merino Wool Quarter-Zip Pullover – Blue – Size M,"Peter Millar Crown Crafted Quarter-Zip Long-Sleeve Pullover in a versatile light blue. Made from a premium 90% Merino Wool / 8% Nylon / 2% Spandex blend for natural warmth and stretch. Size M, made in Vietnam.

Key details:
• Quarter-zip with branded silver-tone pull
• Ribbed cuffs and collar
• Clean, smooth fabric — no stains, holes, or pilling observed
• Zipper hardware shows minor tarnishing consistent with normal use

Overall in good pre-owned condition and ready to wear.",active,0,0,"'2':39C '8':37C '90':34C 'blend':41C 'blue':11A,29C 'brand':58C 'clean':67C 'collar':66C 'condit':91C 'consist':81C 'craft':4A,17C 'crown':3A,16C 'cuff':64C 'detail':53C 'fabric':69C 'good':87C 'hardwar':77C 'hole':72C 'key':52C 'light':28C 'long':22C 'long-sleev':21C 'm':13A,48C 'made':30C,49C 'merino':5A,35C 'millar':2A,15C 'minor':79C 'natur':43C 'normal':83C 'nylon':38C 'observ':75C 'overal':85C 'own':90C 'peter':1A,14C 'pill':74C 'pre':89C 'pre-own':88C 'premium':33C 'pull':62C 'pullov':10A,24C 'quarter':8A,19C,55C 'quarter-zip':7A,18C,54C 'readi':93C 'rib':63C 'show':78C 'silver':60C 'silver-ton':59C 'size':12A,47C 'sleev':23C 'smooth':68C 'spandex':40C 'stain':71C 'stretch':46C 'tarnish':80C 'tone':61C 'use':84C 'versatil':27C 'vietnam':51C 'warmth':44C 'wear':95C 'wool':6A,36C 'zip':9A,20C,56C 'zipper':76C",null,false,184346223011,181138,null,null,null,null,USED_EXCELLENT,null,null,null,null,null,1,false,2026-06-10 02:46:39.761+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
5e152207-e88f-4d94-bfc0-89bf97c5416c,ddc3b609-22d2-486e-bb60-52e5324a4a70,ebay,327205292445,https://www.ebay.com/itm/327205292445,32.5,2026-06-09 23:43:48.283+00,false,null,2026-06-09 23:42:59.795094+00,2026-06-19 05:17:12.466898+00,BLDWN Navy Button-Down Long Sleeve Shirt,BLDWN Navy Button-Down Long Sleeve Shirt,ended,0,0,"'bldwn':1A,9C 'button':4A,12C 'button-down':3A,11C 'long':6A,14C 'navi':2A,10C 'shirt':8A,16C 'sleev':7A,15C",8e4889de-34a7-4b90-a2c7-314024743483,false,184269723011,57990,null,null,null,null,USED_EXCELLENT,null,null,null,null,null,1,false,2026-06-09 23:43:48.283+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
845adf61-7536-45fb-8049-a4068fd7af81,16f067db-e2bf-4092-9650-203a1e0d527f,ebay,327206225490,https://www.ebay.com/itm/327206225490,67.5,2026-06-10 12:50:58.044+00,false,null,2026-06-08 21:49:13.08333+00,2026-06-19 05:17:12.466898+00,Acegolfs White Golf Pants – XL,Acegolfs White Golf Pants – XL,ended,0,0,"'acegolf':1A,6C 'golf':3A,8C 'pant':4A,9C 'white':2A,7C 'xl':5A,10C",d71ab300-dd99-4bd2-b785-b4a292fe3bb5,false,184642780011,181137,null,null,null,null,NEW,null,"{""Size"":[""XL""],""Type"":[""Pants""],""Brand"":[""Acegolfs""],""Color"":[""White""],""Style"":[""Golf Pants""],""Pattern"":[""Solid""],""Vintage"":[""No""],""Features"":[""Moisture Wicking""],""Handmade"":[""No""],""Material"":[""Synthetic / Performance fabric (moisture-wicking)""],""Occasion"":[""Activewear""],""Size Type"":[""Regular""],""Department"":[""Men""],""Fabric Type"":[""Performance Synthetic""],""Personalize"":[""No""],""Performance/Activity"":[""Golf""]}",null,null,null,1,false,2026-06-10 12:50:58.044+00,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,gradethread
57f41fdd-3808-42f0-bc90-e5f85ae6fcff,367de6c7-08a6-429b-be07-e93f850c78d1,ebay,327037161028,https://www.ebay.com/itm/327037161028,22,2026-06-08 14:28:27.98265+00,false,null,2026-06-08 14:28:27.98265+00,2026-06-18 14:35:27.262762+00,null,null,sold,0,0,,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
bb0dc7bf-beb1-472b-83b4-aefa9db9ff88,6fea2cf4-7694-4001-825c-f5d8238e7aeb,ebay,327080340446,https://www.ebay.com/itm/327080340446,38.99,2026-06-08 14:28:14.085784+00,false,null,2026-06-08 14:28:14.085784+00,2026-06-18 14:35:27.262762+00,null,null,sold,0,0,,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
0ac06911-77e7-4a44-9dc8-4224ac13d03c,b346dc4c-ea67-4a08-9272-8c4ea66ca7c7,ebay,327080341421,https://www.ebay.com/itm/327080341421,25,2026-06-08 14:28:02.527534+00,false,null,2026-06-08 14:28:02.527534+00,2026-06-18 14:35:27.262762+00,null,null,sold,0,0,,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
c70b0586-5338-47d8-be30-b1cffa31e111,e728dc58-833c-4370-aea6-16c09b7ee320,ebay,327080337971,https://www.ebay.com/itm/327080337971,30,2026-06-08 14:27:53.704854+00,false,null,2026-06-08 14:27:53.704854+00,2026-06-18 14:35:27.262762+00,null,null,sold,0,0,,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
9d31fe97-2745-4e8b-9e97-d4fd74f04785,d6fca9f6-75d5-42e6-b7fd-c54413735fe5,ebay,327199829442,https://www.ebay.com/itm/327199829442,30,2026-06-08 14:27:23.481316+00,false,null,2026-06-08 14:27:23.481316+00,2026-06-18 14:35:27.262762+00,null,null,sold,0,0,,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
c81188ad-39c0-441f-b27f-7cee1cb10937,4385abd5-89ba-4729-984d-66ff077c59b7,ebay,327199850404,https://www.ebay.com/itm/Lululemon-Men-s-L-Frontier-Tan-Grey-On-The-Fly-Wide-Leg-Pant-Stretch-Active-Gym-/327199850404,52.5,2026-06-06 23:00:29+00,true,null,2026-06-08 13:22:01.56066+00,2026-06-19 05:17:12.466898+00,Lululemon Men's L Frontier Tan/Grey On The Fly Wide Leg Pant Stretch Active Gym,null,active,0,0,'activ':14A 'fli':9A 'frontier':5A 'gym':15A 'l':4A 'leg':11A 'lululemon':1A 'men':2A 'pant':12A 'stretch':13A 'tan/grey':6A 'wide':10A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
8ef44946-0240-40f4-86b6-7065d5004a11,2d3faee4-b8d7-4ffb-bcfa-72a7fa6fe90f,ebay,327199887626,https://www.ebay.com/itm/Greyson-Golf-Jacket-Sequoia-Luxe-XL-Navy-Gray-Polyester-/327199887626,59,2026-06-06 23:46:38+00,true,null,2026-06-08 03:29:38.909874+00,2026-06-19 05:17:12.466898+00,Greyson Golf Jacket Sequoia Luxe XL Navy Gray Polyester,null,active,0,0,'golf':2A 'gray':8A 'greyson':1A 'jacket':3A 'lux':5A 'navi':7A 'polyest':9A 'sequoia':4A 'xl':6A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
8f55cd6a-87a1-4d2d-9691-3064cf9632b4,6cf4888b-64fe-4401-a810-defb12a4af93,ebay,327199843751,https://www.ebay.com/itm/Lululemon-Women-s-8-Black-Trousers-On-The-Fly-Wide-Leg-Pant-Stretch-Active-Gym-/327199843751,52.5,2026-06-06 22:53:07+00,true,null,2026-06-08 03:29:37.091403+00,2026-06-19 05:17:12.466898+00,Lululemon Women's 8 Black Trousers On The Fly Wide Leg Pant Stretch Active Gym,null,active,0,0,'8':4A 'activ':14A 'black':5A 'fli':9A 'gym':15A 'leg':11A 'lululemon':1A 'pant':12A 'stretch':13A 'trouser':6A 'wide':10A 'women':2A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
0a2a5b2e-2172-4ebf-a9c9-bd5718d9572f,751e8ab2-968e-44d6-8933-05bcf5914c5f,ebay,327199832775,https://www.ebay.com/itm/Free-Fly-Men-s-Nomad-Performance-Pants-Sz-36x32-Gray-Khaki-Chino-/327199832775,28.5,2026-06-06 22:44:48+00,true,null,2026-06-08 03:29:35.677862+00,2026-06-19 05:17:12.466898+00,Free Fly Men's Nomad Performance Pants Sz 36x32 Gray/Khaki Chino,null,active,0,0,'36x32':9A 'chino':11A 'fli':2A 'free':1A 'gray/khaki':10A 'men':3A 'nomad':5A 'pant':7A 'perform':6A 'sz':8A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
94158771-f59a-43fd-9241-f7bef5b24920,b60cbba8-7942-4c0b-b9fe-9adad5b6a003,ebay,327199828005,https://www.ebay.com/itm/VTG-Escada-Ruffle-Front-Button-Blouse-Jacket-Size-46-US-M-L-Black-Wool-Pockets-/327199828005,53.5,2026-06-06 22:35:11+00,true,null,2026-06-08 03:29:34.481002+00,2026-06-19 05:17:12.466898+00,VTG Escada Ruffle Front Button Blouse/Jacket Size 46 US M/L Black Wool Pockets,null,active,0,0,'46':8A 'black':11A 'blouse/jacket':6A 'button':5A 'escada':2A 'front':4A 'm/l':10A 'pocket':13A 'ruffl':3A 'size':7A 'us':9A 'vtg':1A 'wool':12A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
6ae09d3c-2465-492d-b790-6bad873aa40c,11a5bf52-c25c-4021-b7a9-810bcfbb4948,ebay,327199816916,https://www.ebay.com/itm/Laude-the-Label-Woman-s-Brown-Cream-Button-Up-Shirt-SZ-XS-S-/327199816916,102.5,2026-06-06 22:25:28+00,true,null,2026-06-08 03:29:33.613023+00,2026-06-19 05:17:12.466898+00,Laude the Label Woman's Brown Cream Button Up Shirt SZ XS/S,null,active,0,0,'brown':6A 'button':8A 'cream':7A 'label':3A 'laud':1A 'shirt':10A 'sz':11A 'woman':4A 'xs/s':12A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
9a45f2e7-7c1e-4853-8a39-d0f3a830bbbb,6823f84a-ad0f-4793-9913-18d0ea8622fd,ebay,327199813527,https://www.ebay.com/itm/Rhoback-Pants-Men-S-Navy-Blue-Sprint-Performance-Joggers-Golf-Athletic-Training-/327199813527,54.5,2026-06-06 22:23:18+00,true,null,2026-06-08 03:29:32.721344+00,2026-06-19 05:17:12.466898+00,Rhoback Pants Men S Navy Blue Sprint Performance Joggers Golf Athletic Training,null,active,0,0,'athlet':11A 'blue':6A 'golf':10A 'jogger':9A 'men':3A 'navi':5A 'pant':2A 'perform':8A 'rhoback':1A 'sprint':7A 'train':12A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
2cbb7637-9dd9-4350-b3ef-2ab9ca195246,3f512758-2055-464f-b082-95df824b9bd7,ebay,326954974322,https://www.ebay.com/itm/Clara-Sun-Woo-Womens-Size-Small-Mock-Neck-Cold-Shoulder-Asymmetrical-Tunic-/326954974322,28,2026-01-14 04:15:17+00,true,null,2026-06-08 03:25:37.102094+00,2026-06-19 05:17:12.466898+00,Clara Sun Woo Womens Size Small Mock Neck Cold Shoulder Asymmetrical Tunic,null,active,0,0,'asymmetr':11A 'clara':1A 'cold':9A 'mock':7A 'neck':8A 'shoulder':10A 'size':5A 'small':6A 'sun':2A 'tunic':12A 'women':4A 'woo':3A,null,false,null,null,null,null,null,null,null,null,null,null,null,null,1,false,null,false,null,null,null,false,null,null,{},null,0,0,0,null,null,[],null,null,fixed_price,null,null,null,null,null,null,off,{},null,false,null,null,null,null,c55c2414-7e0b-4431-944e-c0a16887bf31,false,null,null,null,0,null,null,A,null,null,null,ebay
